product,year,region,name,technology_destination,unit,electrolyser_hydrogen_proportion
Ammonia,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2025,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2026,China,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2026,China,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2026,China,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2026,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2026,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2026,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2026,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2026,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2026,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2026,Russia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2026,Russia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
