product,year,region,emissivity_type,name,scope,scenario,unit,emission_factor_co2
Urea,2033,Brazil,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2033,Australia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2033,Namibia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2033,Saudi Arabia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Ammonia,2033,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0268266990536763
Ammonium nitrate,2033,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0268266990536763
Urea,2033,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0268266990536763
Ammonia,2033,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.003537895733606
Ammonium nitrate,2033,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.003537895733606
Urea,2033,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.003537895733606
Ammonia,2033,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0278173096015209
Ammonium nitrate,2033,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0278173096015209
Urea,2033,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0278173096015209
Ammonia,2033,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030903854917599
Ammonium nitrate,2033,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030903854917599
Urea,2033,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030903854917599
Ammonia,2033,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0882821564100426
Ammonium nitrate,2033,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0882821564100426
Urea,2033,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0882821564100426
Ammonia,2033,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0077705815829046
Ammonium nitrate,2033,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0077705815829046
Urea,2033,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0077705815829046
Ammonia,2033,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1009484194444047
Ammonium nitrate,2033,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1009484194444047
Urea,2033,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1009484194444047
Ammonia,2033,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009797755086599
Ammonium nitrate,2033,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009797755086599
Urea,2033,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009797755086599
Ammonia,2034,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1202223058737234
Ammonium nitrate,2034,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1202223058737234
Urea,2034,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1202223058737234
Ammonia,2034,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0345105754458088
Ammonium nitrate,2034,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0345105754458088
Urea,2034,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0345105754458088
Ammonia,2034,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0807626472305
Ammonium nitrate,2034,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0807626472305
Urea,2034,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0807626472305
Ammonia,2034,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0564735248725747
Ammonium nitrate,2034,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0564735248725747
Urea,2034,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0564735248725747
Ammonia,2034,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0347546344075415
Ammonium nitrate,2034,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0347546344075415
Urea,2034,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0347546344075415
Ammonia,2034,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1372145263954335
Ammonium nitrate,2034,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1372145263954335
Urea,2034,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1372145263954335
Ammonia,2034,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.025358035894475
Ammonium nitrate,2034,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.025358035894475
Urea,2034,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.025358035894475
Ammonia,2034,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.0860015272681044
Ammonium nitrate,2034,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.0860015272681044
Urea,2034,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.0860015272681044
Ammonia,2034,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0250333003205773
Ammonium nitrate,2034,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0250333003205773
Urea,2034,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0250333003205773
Ammonia,2034,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.0974938443449788
Ammonium nitrate,2034,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.0974938443449788
Urea,2034,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.0974938443449788
Ammonia,2034,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonium nitrate,2034,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Urea,2034,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonia,2034,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0005707557645133
Ammonium nitrate,2034,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0005707557645133
Urea,2034,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0005707557645133
Ammonia,2034,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonium nitrate,2034,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Urea,2034,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonia,2034,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonium nitrate,2034,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Urea,2034,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonia,2034,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011284572026725
Ammonium nitrate,2034,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011284572026725
Urea,2034,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011284572026725
Ammonia,2034,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonium nitrate,2034,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Urea,2034,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006342002172063
Ammonia,2034,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030289871045063
Ammonium nitrate,2034,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030289871045063
Urea,2034,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0030289871045063
Ammonia,2034,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0076161991673502
Ammonium nitrate,2034,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0076161991673502
Urea,2034,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0076161991673502
Ammonia,2034,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034676064143953
Ammonium nitrate,2034,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034676064143953
Urea,2034,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034676064143953
Ammonia,2034,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009603097700773
Ammonium nitrate,2034,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009603097700773
Urea,2034,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0009603097700773
Ammonia,2034,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2034,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2034,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2034,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2034,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2034,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2034,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2034,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2034,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2034,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2034,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2034,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2034,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2034,Africa,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,China,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Europe,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,India,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Latin America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Middle East,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,North America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Oceania,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Russia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Rest of Asia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Brazil,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Australia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Namibia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2034,Saudi Arabia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
